File, Satisfied, Time, Clauses
f0040-01-u.cnf, UNSAT, 0.54seconds, 167
f0040-01-u.cnf, UNSAT, 0.56seconds, 167
f0040-01-u.cnf, UNSAT, 0.54seconds, 167
f0040-01-u.cnf, UNSAT, 0.56seconds, 167
f0040-01-u.cnf, UNSAT, 0.54seconds, 167
f0040-01-u.cnf, UNSAT, 0.54seconds, 167
f0020-04-s.cnf, SAT, 0seconds, 84
f0020-04-s.cnf, SAT, 0seconds, 84
f0020-04-s.cnf, SAT, 0seconds, 84
f0020-04-s.cnf, SAT, 0.01seconds, 84
f0020-04-s.cnf, SAT, 0seconds, 84
f0020-04-s.cnf, SAT, 0seconds, 84
f0020-04-s.cnf, SAT, 0seconds, 84
f0020-04-s.cnf, SAT, 0seconds, 84
f0020-04-s.cnf, SAT, 0seconds, 84
f0020-04-s.cnf, SAT, 0seconds, 84
f0040-07-u.cnf, UNSAT, 0.53seconds, 167
f0040-07-u.cnf, UNSAT, 0.54seconds, 167
f0040-07-u.cnf, UNSAT, 0.53seconds, 167
f0040-07-u.cnf, UNSAT, 0.52seconds, 167
f0040-07-u.cnf, UNSAT, 0.54seconds, 167
f0040-07-u.cnf, UNSAT, 0.53seconds, 167
f0040-07-u.cnf, UNSAT, 0.54seconds, 167
f0040-07-u.cnf, UNSAT, 0.54seconds, 167
f0040-07-u.cnf, UNSAT, 0.54seconds, 167
f0040-07-u.cnf, UNSAT, 0.54seconds, 167
f0020-02-s.cnf, SAT, 0seconds, 84
f0020-02-s.cnf, SAT, 0seconds, 84
f0020-02-s.cnf, SAT, 0seconds, 84
f0020-02-s.cnf, SAT, 0seconds, 84
f0020-02-s.cnf, SAT, 0seconds, 84
f0020-02-s.cnf, SAT, 0seconds, 84
f0020-02-s.cnf, SAT, 0seconds, 84
f0020-02-s.cnf, SAT, 0seconds, 84
f0020-02-s.cnf, SAT, 0seconds, 84
f0020-02-s.cnf, SAT, 0seconds, 84
f0020-08-s.cnf, SAT, 0seconds, 84
f0020-08-s.cnf, SAT, 0.01seconds, 84
f0020-08-s.cnf, SAT, 0seconds, 84
f0020-08-s.cnf, SAT, 0seconds, 84
f0020-08-s.cnf, SAT, 0seconds, 84
f0020-08-s.cnf, SAT, 0.01seconds, 84
f0020-08-s.cnf, SAT, 0seconds, 84
f0020-08-s.cnf, SAT, 0.01seconds, 84
f0020-08-s.cnf, SAT, 0seconds, 84
f0020-08-s.cnf, SAT, 0seconds, 84
f0040-04-u.cnf, UNSAT, 0.56seconds, 167
f0040-04-u.cnf, UNSAT, 0.55seconds, 167
f0040-04-u.cnf, UNSAT, 0.55seconds, 167
f0040-04-u.cnf, UNSAT, 0.55seconds, 167
f0040-04-u.cnf, UNSAT, 0.56seconds, 167
f0040-04-u.cnf, UNSAT, 0.56seconds, 167
f0040-04-u.cnf, UNSAT, 0.55seconds, 167
f0040-04-u.cnf, UNSAT, 0.56seconds, 167
f0040-04-u.cnf, UNSAT, 0.55seconds, 167
f0040-04-u.cnf, UNSAT, 0.54seconds, 167
